S.No,Job Title,Company Name,Company URL,Salary,Location,Experience,Description,Tags
1357,SR QA (manual + automation),Halo Media Works,https://www.naukri.com/halo-media-works-jobs-careers-1724146,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,Strong experience with automation tools and scripting languages requiredTo be successfu...,"Automation testing, Manual testing, Front end, Test scripts, Analytical, Javascript, Agile, Test scenarios"
1358,Network Engineer L1,Perydot,https://www.naukri.com/perydot-jobs-careers-6333628,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,. CCNA Certified . Ready to work in rotational shift . Site visit as per the incident o...,"ASR, Ticketing, WAN, LAN, WiFi, Operations, STP, cisco wireless"
1359,Architecture/Design/Development - Application Developer I,Systechcorp Inc,https://www.naukri.com/systechcorp-jobs-careers-5045118,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"Job Description:  No of resources required4   Skill SetJava/J2EE, SQL, Spring  Detail...","C++, Tomcat, Linux, Db2, Weblogic, Debugging, Architectural design, Data structures"
1360,Cyber Security GRC Analyst,Tech Data Corporation,https://www.naukri.com/tech-data-corporation-jobs-careers-124041074,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,"Knowledge, Skills and Experience: . Bachelors Degree with IT . field of study requiredO...","Interpersonal skills, Time management, Information security, Diversity and Inclusion, ISO 27001, Equity, Manager Technology, Genetics"
1361,Security Risk Specialist,Avalara,https://www.naukri.com/avalara-technologies-jobs-careers-735831,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"Bachelor s degree in Information Technology, Computer Science, or equivalent experience...","Computer science, SOC, Disaster recovery, ISO 27001, Application security, Manager Quality Control, Risk management, Business continuity"
1362,Senior Software Engineer - Data Engineering,Teikametrics,https://www.naukri.com/teikametrics-jobs-careers-5678088,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,"Deep understanding of cloud-based architectures (AWS, GCP, or Azure) and experience wit...","Computer science, Automation, Manager Quality Assurance, NoSQL, Machine learning, Integration testing, Data processing, Monitoring"
1363,Sr. Salesforce QA,SentinelOne,https://www.naukri.com/sentinelone-jobs-careers-3647086,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-7 Yrs,"Bachelor s degree in Computer Science, Information Technology, or a related field . .5-...","Automation, Manager Quality Assurance, Testing tools, Project management, Billing, Selenium, Test cases, JIRA"
1364,Intermediate Software Developer Java/J2ee,Descartes Systems Group,https://www.naukri.com/descartes-systems-group-jobs-careers-124546638,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-7 Yrs,Continuously track competitive threats and market shifts to stay ahead. Champion the ca...,"Supply chain, Product management, Trade, RFX, CAD, trade compliance, Agile, Logistics management"
1365,Senior Software Engineer,Boomi Software,https://www.naukri.com/boomi-jobs-careers-6905139,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-13 Yrs,"Still, they must also be a teacher detail-oriented and attentive to customer needs. As ...","Backend, Automation, Networking, Linux, Javascript, HTTP, Windows, Product support"
1366,Architect,Majesco,https://www.naukri.com/majesco-jobs-careers-2550138,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",11-16 Yrs,Positive attitude . Good communication . Teamwork and adaptability . Analytical thinkin...,"Performance tuning, Agile scrum, Analytical, Integration testing, Agile, PLSQL, Deployment, Oracle"
1367,"Principal Software Engineer, Backend - Platform",Coinbase India Services,https://www.naukri.com/coinbase-india-services-jobs-careers-4373690,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",15-16 Yrs,"Ready to be pushed beyond what you think you re capable of?   At Coinbase, our missi...","Backend, Usage, C, HP data protector, Finance, Manager Technology, Mentor, data privacy"
1368,DevOps Engineer III,Availity,https://www.naukri.com/availity-jobs-careers-4907798,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-10 Yrs,Bachelor s degree in computer science or a related field of study or the equivalent in ...,"Computer science, Automation, Linux, VPN, Healthcare, Perl, Customer service, US healthcare"
1369,Software Engineer II (Java Backend),Precisely,https://www.naukri.com/precisely-jobs-careers-5404830,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,"Bachelor s or master s degree in Computer Science, Engineering or related disciplineExp...","Computer science, Backend, Linux, Coding, TDD, Integration testing, Agile, Unit testing"
1370,Engineer I Wet Seal System,Smiths,https://www.naukri.com/smiths-jobs-careers-5047434,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,. Job scheduling and required resource planning within internal / external system engin...,"Automation, Solid edge, Aerospace, Pressure vessels, thermal, Instrumentation, EPC, Valves"
1371,IT Ops Engineer,CCS technologies,https://www.naukri.com/ccs-technologies-jobs-careers-108158,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,Shift Work: Embrace a role that involves working in various shifts to ensure 24 / 7 ope...,"Computer science, IIS, Linux, Web hosting, Windows, Apache, Adobe, IT operations"
1372,Manual Tester,Puresoftware,https://www.naukri.com/puresoftware-jobs-careers-2610716,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,Resource for a testing profile and the capability to work effectively on data analysis ...,"Database testing, Data analysis, Data validation, Automation testing, Test scripts, Business Analyst, Test cases, Troubleshooting"
1373,Customer Success Engineer,Catchpoint,https://www.naukri.com/catchpoint-jobs-careers-2030082,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-7 Yrs,Bachelor s degree in Engineering / BCA / MCA / BSC / MSC . Required Skills Qualificatio...,"Wireless, Product management, advanced analytics, Usage, Analytical, Value engineering, Consulting, DNS"
1374,"Java Lead- Mumbai, Pune, Bangalore and Chennai",Oracle,https://www.naukri.com/oracle-jobs-careers-6101,Not disclosed,"Hybrid - Mumbai, Pune, Bengaluru",9-14 Yrs,"Java Technical Lead Core Java, J2EE, Spring, SQLOur TeamWe work for one of the largest...","Java, Lead, Spring Boot, SQL, Spring"
1375,MDM Architect- Data Governance,Neal Analytics,https://www.naukri.com/neal-analytics-jobs-careers-3324650,Not disclosed,"Noida, Mumbai, Pune, Chennai, Gurugram, Bengaluru",6-12 Yrs,Responsibilities . You will be part of the Data Governance team working on Data Strateg...,"Architect, ERP, SAP, Data management, PLSQL, Informatica, Oracle, Analytics"
1376,Sr. Devops Engineer (AWS),Xoriant,https://www.naukri.com/xoriant-jobs-careers-71554,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",5-9 Yrs,"Required Qualifications  3+ years of DevOps experience in the cloud, AWS preferably Pre...","Terraform, Ansible, AWS, Azure Devops, Kubernetes, Devops, Microsoft Azure, SR"
1377,Java Developer,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,Not disclosed,"Pune, Bengaluru, Mumbai (All Areas)",5-10 Yrs,"Greetings, TCS is looking for Java Developer.Experience: 5 - 10 YearsEducation: Minimu...","Java, Hibernate, Rest Api Development, Kafka, Spring Boot, JPA, Microservices, Rest"
1378,Head of Enterprise Architect,Hrbx Technologies Llp,https://www.naukri.com/hrbx-technologies-jobs-careers-6398150,Not disclosed,"Pune, Chennai, Mumbai (All Areas)",14-20 Yrs,"Bachelor s / Master s in Computer Science, Engineering, or equivalent . 10+ years in so...","Enterprise Architecture, Solution Architecting, Iot Application Development, TOGAF, Technical Architecture, Architecting, IOT, Application"
1379,"Lead Consultant, AWS Professional Services",Amazon,https://www.naukri.com/amazon-jobs-careers-93000,Not disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",4-8 Yrs,"Professional Services engage in a wide variety of projects for customers and partners, ...","Computer science, Tomcat, Web services, Architecture, JBoss, Project management, Weblogic, Javascript"
1380,Architecture/Design/Development - Business Systems Analyst I,Systechcorp Inc,https://www.naukri.com/systechcorp-jobs-careers-5045118,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,"Reviews, analyzes, and evaluates business systems and user needs . Identify areas in ne...","Usage, Senior Analyst, Architectural design, Design development, Troubleshooting, Supervision, Senior, Development"
1381,Data Management - Data Annotator,Systechcorp Inc,https://www.naukri.com/systechcorp-jobs-careers-5045118,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,. Should have two years of experience in labeling or annotating various elements within...,"Training, 3D, Data management, Machine learning, Data quality, Quality, Data Annotation, Management"
1382,"Engineer, Systems",Arise Virtual Solutions,https://www.naukri.com/arise-virtual-solutions-jobs-careers-2249722,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-5 Yrs,"Educational Background: Bachelors degree in Computer Science, Telecommunications, or a ...","Computer science, Cisco certified network professional, GCP, IT infrastructure, VOIP, Telephony, SIP, Customer service"
1383,Junior Software Developer,Findoc Investmart,https://www.naukri.com/findoc-investmart-jobs-careers-3695808,Not disclosed,"Mumbai, New Delhi, Hyderabad, Pune, Chennai, Ahmedabad, Gurugram, Bengaluru",0-2 Yrs,Bachelor s degree in computer science or related field Proven experience in algorithmic...,"Computer science, C++, Financial markets, Programming, Performance analysis, System development, Troubleshooting, SQL"
1384,React.JS Developer (3-5 years)-Pune-H,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",3-5 Yrs,Experience: 3 to 5 years,"React.Js, UI, Redux, React Native, Native, Development"
1385,.NET Developer -(3-5 yrs) -Bangalore-H,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",3-5 Yrs,Preferred Skills: Technology->Microsoft Technologies->.NET Application Development,".Net, C#, Azure, ASP.Net, SQL, Microsoft Azure, Development"
1386,React JS Developer (3-8 years)-RA,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",3-5 Yrs,Experience : 3 to 5 years .,"React.Js, UI, Redux, React Native, Material Ui, Javascript, Materials, RA"
1387,Senior AWS CDK Engineer,Ikrux,https://www.naukri.com/ikrux-jobs-careers-3957460,Not disclosed,"Noida, Nagpur, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,The Senior AWS CDK Engineer with 4-9 years of experience will be responsible for design...,"Object oriented design, Bfsi, Disaster recovery, Application development, Troubleshooting, AWS, Financial services, Amazon Vpc"
1388,Service Virtualization -Contract Position,Yoodobuzz,https://www.naukri.com/yoodobuzz-jobs-careers-3839398,25-27.5 Lacs PA,"Pune, Chennai, Bengaluru",5-10 Yrs,"Test Automation expert with 6+ years of experience in Automation, Service Virtualizatio...","Automation, Ca Lisa, Service Virtualization, IBM RIT, Sv, Dev Test, Microfocus, Ca"
1389,Dot Net Developer - {PAN INDIA},Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Kolkata, Pune, Bengaluru",3-8 Yrs,Preferred candidate profile . .,".Net, C#, ASP.Net, Development, DoT, Pan"
1390,Golang Developer,HCLTech,https://www.naukri.com/hcltech-jobs-careers-460,Not disclosed,"Hybrid - Noida, Pune, Bengaluru",6-11 Yrs,Handson Experience in working on PostGreSQLExperienceAt least 5-year demonstrated exper...,"Golang, Docker, Postgresql, Go Framework, Product Development, Kubernetes, Framework, Development"
1391,Java Developer -(3-8 yrs) - Bangalore-H,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,2-7 Lacs PA,"Hybrid - Chandigarh, Pune, Bengaluru",3-8 Yrs,Job description:Hiring Java Developer with experience range 3 to 8 YearsMandatory Skil...,"Java, Hibernate, Spring Boot, Microservices, Spring, Java Development, Development, Boot"
1392,SAP PP & QM | Pune | Bangalore | Kolkata | MNC,Guardians Infotech,https://www.naukri.com/guardians-infotech-jobs-careers-124021552,Not disclosed,"Kolkata, Pune, Bengaluru",7-12 Yrs,Hiring for SAP SAP PP & QM | Pune | Bangalore | Kolkata | MNCIf interested for this pos...,"Sap Pp Qm, SAP QM, SAP PP, Qm, SAP, PP"
1393,SAP CPI Consultant | Pune | Bangalore | Kolkata | MNC,Guardians Infotech,https://www.naukri.com/guardians-infotech-jobs-careers-124021552,Not disclosed,"Kolkata, Pune, Bengaluru",5-10 Yrs,SAP CPI Consultant | Pune | Bangalore | Kolkata | FTEIf interested for this position th...,"sap cpi, Cloud Platform Integration, Sap Cloud Platform, Cloud, SAP Cloud, Consulting, SAP, Saps"
1394,NODE JS Developer - Chennai Only - Hybrid,MSys Technologies,https://www.naukri.com/msys-technologies-jobs-careers-620175,18-30 Lacs PA,"Pune, Chennai, Bengaluru",7-12 Yrs,Preferred candidate profile,"Node.Js, Rabbitmq, Kafka, MongoDB, javascript, Elastic Search, Node, Searching"
1395,AEM Adaptive Forms Lead/Frontend /Backend Developer-Remote Work & WFO,Mphasis,https://www.naukri.com/mphasis-jobs-careers-6481,Not disclosed,"Hybrid - Noida, Pune, Bengaluru",5-10 Yrs,"Adaptive forms development experience is must minimum 4+yrs aysnc - await, promise - re...","AEM Forms, AEM Adaptive Forms, AEM Form, Wfo, Front end, Adaptability, Aem, Backend"
1396,Senior ServiceNow Developers,Protech-savvy,https://www.naukri.com/protech-savvy-jobs-careers-124181860,Not disclosed,"Hyderabad, Pune, Chennai",8-11 Yrs,"Strong experience in CMDB design, modeling, and integration. Ideal candidates will have...","ServiceNow, Senior ServiceNow Developement, ServiceNow CMDB, CMDB integration, ServiceNow consulting, CMDB, CMDB Integrations, Integration"
1397,Senior ServiceNow Developers,Protech-savvy,https://www.naukri.com/protech-savvy-jobs-careers-124181860,Not disclosed,"Hyderabad, Pune, Chennai",8-11 Yrs,"Strong experience in CMDB design, modeling, and integration. Ideal candidates will have...","ServiceNow, Configuration Management, ServiceNow CMDB, CMDB integration, Senior ServiceNow Developer, ITSM, ServiceNow consultant, ITOM"
1398,MERN /NODE JS Developer - Walk-in - Chennai Location - 25th April,MSys Technologies,https://www.naukri.com/msys-technologies-jobs-careers-620175,Not disclosed,"Pune, Chennai, Bengaluru",No Experience Info,Preferred candidate profile,"Mern, Node.Js, Rabbitmq, Kafka, MongoDB, javascript, Elastic Search, Node"
1399,ELK & Splunk Engineer - Pan India Locations,Infovision Labs,https://www.naukri.com/infovision-labs-jobs-careers-1743442,15-30 Lacs PA,"Pune, Chennai, Bengaluru",3-8 Yrs,"The ideal candidate will have extensive hands-on experience in architecting, designing,...","Elk, Splunk, Python, Greylog, Linux, linuk, MySQL, Logstash"
1400,Specialist - Software Engineering,Ltimindtree,https://www.naukri.com/ltimindtree-jobs-careers-63124,15-25 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru",5-10 Yrs,"Dear Candidate, Greetings from LTIMindtree!!!We have openings for PowerApps Developer. ...","Canvas apps, Model Driven, Dataverse, Powerapps, Application, Canvas, Engineering, Software"
1401,Job Opportunity with Maveric Systems - Java Dev with Oauth,Maveric,https://www.naukri.com/maveric-jobs-careers-5136,Not disclosed,"Pune, Chennai, Bengaluru",6-11 Yrs,"Proven knowledge and experience working with Java Enterprise (including Spring, Spring ...","Oauth, Java, NoSQL, Kafka, Spring Boot, SQL, Spring, Boot"
1402,Java Architect,ERM Placement Services,https://www.naukri.com/erm-placement-services-jobs-careers-659925,17-30 Lacs PA,"Pune, Chennai, Bengaluru",8-13 Yrs,"Cloud (AWS / Azure / GCP) external certification preferred, Has prior experience with A...","Java Architecture, Spring Boot, AWS, Angular, Microservices, Terraform, AI, Kubernetes"
1403,C/Linux Developer - MSys Technologies - Immediate Joiners !!!,MSys Technologies,https://www.naukri.com/msys-technologies-jobs-careers-620175,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",6-11 Yrs,"Required Qualifications & Skills: . Bachelors or Masters degree in Computer Science, El...","Multithreading, Linux, C Programming Language, Embedded C, C, Multithread Programming, Embedded systems, Languages"
1404,Senior Lead DevOps Engineer - Gitlab/Github with DynamoDb - Immediate,Altimetrik,https://www.naukri.com/altimetrik-jobs-careers-899040,25-40 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru",7-12 Yrs,". Hands-on experience with CI / CD tools like GitLab, Jenkins, or GitHub ActionsExperie...","Devops Ci Cd, Github, Jenkins, Gitlab, Python, Bash Scripting, Shell Scripting, Ansible Tower"
1405,SAP ABAP Developer,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,Pune,11-16 Yrs,"ResponsibilitiesA day in the life of an InfoscionAs part of the Infosys delivery team, ...","SAP, ODATA, SAP ABAP Developer, Webservices, ABAP, S4 HANA, SAP ABAP Development, Web services"
1406,SDE Support Engineer,Rockwell Automation,https://www.naukri.com/rockwell-automation-jobs-careers-10688,Not disclosed,"Noida, New Delhi, Pune",5-8 Yrs,"Bachelor s degree in software engineering, MIS, Computer Science, or equivalent relevan...","Computer science, Automation, Production support, MIS, Network operations, Intellectual property, Agile, Scrum"
1407,"Lead ServiceNow Business Analyst, VP",Deutsche Bank,https://www.naukri.com/deutsche-bank-jobs-careers-39012,Not disclosed,Pune,10-16 Yrs,"About The Role : Job TitleLead ServiceNow Business Analyst, VP LocationPune, India Rol...","business analysis, itsm, stakeholder engagement, itom, agile, it asset management, cmdb, itam"
1408,Quality Engineering Architect (Test Arch,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,Not disclosed,Pune,5-10 Yrs,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"servicenow, grc, software development methodologies, api, servicenow development, rest, python, test architecture"
1409,Data Engineer,Kanini Software Solutions,https://www.naukri.com/kanini-solutions-jobs-careers-551451,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",5-8 Yrs,Proficient in dbt for data transformation and modelingExperience working with data from...,"DBT, Azure Data Lake, Python, Microsoft Azure, Data, Data Engineering, Data Lake, Azure Data Factory"
1410,Java Full Stack Developer,Suzva Software Technologies,https://www.naukri.com/suzva-technologies-jobs-careers-124662888,Not disclosed,"Pune, Chennai, Delhi / NCR",10-15 Yrs,8 Stay up-to-date with the latest industry trends. Notice Period Only Immediate Joiners...,"Java, SpringBoot, Datadog, React, Microservices, Angular, FullStackDeveloper, GCP"
1411,Etl Tester,Saama Technologies,https://www.naukri.com/saama-technologies-jobs-careers-42487,Not disclosed,"Pune, Chennai, Coimbatore",5-10 Yrs,"The ideal candidate will have a strong understanding of SQL, ETL processes, experience ...","Data Warehouse Testing, Automation Testing, DWH Testing, ETL Testing, SQL, Data, Automation, Warehouse"
1412,"Java_Selenium_Pune, Kolkata, Chennai",Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Bhubaneswar, Kolkata, Pune",2-7 Yrs,Hiring for Selenium with java Automation Testing with experience range 3 to 8 years,"Java, Selenium, Testng, Automation Testing, Automation, Software testing"
1413,SOAR Automation,Align Techne,https://www.naukri.com/align-techne-jobs-careers-123940905,Not disclosed,"Hyderabad, Bangalore Rural, Mumbai (All Areas)",4-6 Yrs,"Desired qualificationsExperience required 4-6 YearsCertifications such as CISSP, GSEC,...","ISO 27001, Threat Intelligence, Playbook, SOC2, Incident Response, EDR, Palo Alto, IBM"
1414,Dot Net Angular Developer,Hallmark Systems,https://www.naukri.com/hallmark-systems-jobs-careers-6907639,Not disclosed,"Chennai, Bengaluru, Mumbai (All Areas)",4-8 Yrs,Urgent opening with Leading IT Company We are looking for .Net Angular developer. Exper...,".Net Core, Angular, Asp.Net Core, ASP.Net, Core, .Net, Development, DoT"
1415,Sap Basis Technical Consultant (Bangalore),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Gurugram, Mumbai (All Areas)",3-8 Yrs,Hiring for SAP Basis Technical Consultant with experience range 3-8 YearsMandatory Ski...,"S4  Hana, SAP Basis, SAP Basis Administration, implementation, Rollout, Consulting, Saps, SAP"
1416,L1 - Datacenter Operations,Zybisys Consulting Services,https://www.naukri.com/zybisys-consulting-services-jobs-careers-124109418,1.5-2.5 Lacs PA,"Mumbai, Chennai",0-2 Yrs,"Daily Activity Reports: Provide updates on daily activities, monitoring results, and an...","Data Center Operations, Hardware Troubleshooting, Racking, Environmental Monitoring, Network Monitoring, Stacking, Server Monitoring, Storage"
1417,Administrator - L0,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,Not disclosed,Mumbai,0-1 Yrs,"Wipro Limited (NYSEWIT, BSE507685, NSEWIPRO) is a leading technology services and consu...","accounts payable, accounting, root cause analysis, end user, desktop, accounts receivable, sap, purchase"
1418,Administrator - L0,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,Not disclosed,Mumbai,0-1 Yrs,"Wipro Limited (NYSEWIT, BSE507685, NSEWIPRO) is a leading technology services and consu...","accounts payable, sap, accounting, root cause analysis, end user, accounts receivable, erp, purchase"
1419,Executive - Oracle Fin,KPMG India,https://www.naukri.com/kpmg-india-jobs-careers-137160,Not disclosed,Mumbai,0-6 Yrs,KPMG India is looking for Executive - Oracle Fin to join our dynamic team and embark on...,"Networking, Senior Executive, Focus, Manager Technology, professional services, Oracle, international clients, Fin"
1420,Analyst - SAP-BTP,KPMG India,https://www.naukri.com/kpmg-india-jobs-careers-137160,Not disclosed,Mumbai,0-2 Yrs,KPMG India is looking for Analyst - SAP-BTP to join our dynamic team and embark on a re...,"SAP, Networking, Senior Analyst, Focus, Manager Technology, professional services, international clients, Client"
1421,Analyst - SAP-ABAP,KPMG India,https://www.naukri.com/kpmg-india-jobs-careers-137160,Not disclosed,Mumbai,0-2 Yrs,"Manage operational support, performing work during change windows as well as providing ...","Networking, SAP ABAP, Senior Analyst, Focus, Manager Technology, professional services, international clients, SAP"
1422,Software Engineer III - Java Azure Developer,JPMorgan Chase Bank,https://www.naukri.com/jpmorgan-chase-bank-jobs-careers-183700,Not disclosed,Mumbai,0-7 Yrs,Formal training or certification on software engineering concepts and 3+ years applied ...,"JMS, Hibernate, Web services, OOAD, Agile, JDBC, Data structures, Application development"
1423,Security Managed Services Engineer (L1),NTT DATA,https://www.naukri.com/ntt-data-jobs-careers-5731,Not disclosed,Mumbai (All Areas),0-2 Yrs,Develop automation scripts and workflows to streamline common security response tasks a...,"vulnerability scanning, nbad, cyber security, arcsight, consulting, soc, managed services, information security"
1424,React Native Lead,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Hyderabad, Chennai, Bengaluru",9-14 Yrs,Job Title: React Native LeadLocation: Chennai Mode: Work from Office (Monday- Friday) ...,"React Native, Unit Testing, Typescript, React.js, UNIT, Native, Software testing"
1425,Sr. Data Engineer ( AWS & Big Data),HARP Technologies and Services,https://www.naukri.com/harp-technologies-services-jobs-careers-2181326,Not disclosed,"Hyderabad, Chennai, Bengaluru",6-11 Yrs,"The ideal candidate should demonstrate strong leadership, a deep passion for data, and ...","data engineering, Data Modelling, Aws Data Engineer, PySpark, Hadoop, Big Data, Kafka, ETL"
1426,Sr Qlik Replica Consultant,HARP Technologies and Services,https://www.naukri.com/harp-technologies-services-jobs-careers-2181326,Not disclosed,"Hyderabad, Chennai, Bengaluru",6-8 Yrs,"The ideal candidate will have expertise in QlikView, Qlik Sense, and Qlik Replica, alon...","Qlik servers, Qlik Replica, server maintenance, Qlik Sense, Qlik View, Consulting, Views, Serv"
1427,SDET +Python,other,https://www.naukri.com/other-jobs-careers-123893273,20-30 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",10-13 Yrs,SDET + Python Coding.Location Bangalore/Chennai/HyderabadNP – Immediate Joiners10+ yea...,"test automation, SDET, python coding, Automation, Python, Software testing, Coding, Automation testing"
1428,Sr Data Bricks Data Engineer,HARP Technologies and Services,https://www.naukri.com/harp-technologies-services-jobs-careers-2181326,Not disclosed,"Hyderabad, Chennai, Bengaluru",6-11 Yrs,Experience in building and maintaining data lakes and warehouses on cloud platformsThe ...,"Data Bricks, Google BigQuery, BigQuery, Snowflake, Python programming, cloud platforms, data engineering, Apache Spark"
1429,.Net core with React,BSL Consulting,https://www.naukri.com/bsl-consulting-jobs-careers-0,30-40 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",8-13 Yrs,"Minimum 8+ Experience in C#, .NET Core, and SQL development experience. Hands-on workin...",".Net core, React, C#, SQL, .Net, React.js, Core"
1430,.Net Core with Azure services,BSL Consulting,https://www.naukri.com/bsl-consulting-jobs-careers-0,30-40 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",8-13 Yrs,Hands on experience building solutions using Azure PaaS services like Experience in con...,".Net Core, C#, Asp.Net Core, Azure services, MVC, Core, ASP.Net, .Net"
1431,Etl Tester,BSL Consulting,https://www.naukri.com/bsl-consulting-jobs-careers-0,20-22.5 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,We have an exciting job opportunity for the role of Job Requirements (ETL Testing) wit...,"ETL Testing, Azure Cloud, Data Warehouse Testing, Snowflake, DWH Testing, ETL, SQL, Warehouse"
1432,Java Full Stack Developer,Swift Staffing,https://www.naukri.com/swift-staffing-jobs-careers-3429914,4-9 Lacs PA,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,Hands on in core java with an understanding of core design patterns. Should be able to ...,"Java Fullstack, AWS, Agile Methodology, Agile, Full Stack, Development, Java, Stack"
1433,SDET,BSL Consulting,https://www.naukri.com/bsl-consulting-jobs-careers-0,22.5-27.5 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,"Skills Required: . Strong experience in Java, Selenium and automation testing. Experien...","SDET, Java, Selenium"
1434,Java Full Stack Developer,BSL Consulting,https://www.naukri.com/bsl-consulting-jobs-careers-0,22.5-37.5 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",8-13 Yrs,Skills Required: Java with Angular or React.jsExperience Range: 7 to 15 years,"Java Fullstack, Angularjs, React.Js, Angular, Stack, Java, Full Stack, Development"
1435,Senior Salesforce / Ncino Developer,Blue5green,https://www.naukri.com/blue5green-jobs-careers-5699462,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",6-11 Yrs,Experience: 6yrs+ . Work Location Hyderabad / Chennai / Bangalore . Employment Type: Fu...,"Lightning Components, Integration, Triggers, Ncino, Apex, Development, Sales force development, Salesforce"
1436,Network Administrator,Unique Erp Technologies,https://www.naukri.com/unique-erp-technologies-jobs-careers-1463878,Not disclosed,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,"Skills: Azure Cloud NetworkingMeraki - SDWAN, Routing & SwitchingAruba - Wireless & Swi...","Aruba  - Wireless & Switching, Firewall - Palo alto & checkpoint, Meraki - SDWAN, Routing & Switching, Azure Cloud Networking, Azure Cloud, Routing, Checkpoint"
1437,Elastic Search Engineer,HARP Technologies and Services,https://www.naukri.com/harp-technologies-services-jobs-careers-2181326,Not disclosed,"Hyderabad, Chennai, Bengaluru",6-10 Yrs,The ideal candidate should have hands-on experience with Elastic Search and other searc...,"Search Engineering, python, java, ELK, Elasticsearch Monitoring, API, Grafana, data engineering"
